# X  Y          Z1        Z2
  1  29.5199042  32.3924892  26.6473192
  2  22.0503350  28.9589292  15.1417408
  3  20.2721062  25.3050230  15.2391894
  4  10.4391429  15.0079127  5.8703732
  5  9.0381498  12.8318648  5.2444348
  6  11.6234505  13.6743053  9.5725957
