# X  Y          Z1        Z2
  1  23.4562179  30.0858084  16.8266273
  2  57.9241614  65.4596446  50.3886782
  3  71.9911351  85.0173507  58.9649194
  4  100.9002623  137.2732447  64.5272800
  5  156.3576866  175.5684249  137.1469484
  6  204.3336207  204.3336207  204.3336207
