# X  Y          Z1        Z2
  1  23.0322197  23.3349501  22.7294894
  2  21.7649509  23.0836243  20.4462775
  3  17.7285770  20.8099289  14.6472250
  4  7.8736399  10.0720336  5.6752463
  5  12.6192268  14.1137684  11.1246852
  6  12.0441414  14.3745674  9.7137153
  7  9.4782090  14.5924542  4.3639638
  8  12.7847775  14.6858427  10.8837123
