# X  Y          Z1        Z2
  10  19.5149421  22.8505764  16.1793077
  20  106.7282379  141.0704837  72.3859921
  30  78.1442108  113.6496168  42.6388048
  40  76.6369344  99.8577264  53.4161424
  50  72.6847960  90.2843829  55.0852092
  60  81.5319030  108.8895095  54.1742964
  70  102.6949113  146.7376724  58.6521502
  80  73.6753898  108.5943223  38.7564573
  90  67.9203983  90.1397825  45.7010140
  100  85.2048171  125.6235288  44.7861054
