# X  Y          Z1        Z2
  1  29.3262947  32.1972891  26.4553003
  2  22.7070652  24.5787135  20.8354170
  3  20.5832152  25.6280640  15.5383665
  4  9.7109335  14.1260913  5.2957756
  5  8.5718217  11.1244713  6.0191721
  6  9.1062983  11.7398631  6.4727335
