# X  Y          Z1        Z2
  1  22.9575738  23.3968652  22.5182824
  2  22.1102042  23.2867104  20.9336980
  3  18.9731823  21.8941718  16.0521929
  4  7.6692225  9.8128148  5.5256303
  5  11.2935164  13.2356757  9.3513572
  6  8.3181765  12.7839814  3.8523717
  7  10.5823779  13.8189122  7.3458437
  8  13.7917738  14.5748345  13.0087132
