# X  Y          Z1        Z2
  1  16.2745775  16.9814389  15.5677162
  2  62.9935694  76.4507885  49.5363503
  3  80.5733824  93.2594221  67.8873427
  4  121.4227662  161.5083482  81.3371842
  5  176.5914794  193.2913600  159.8915987
  6  221.6914885  221.6914885  221.6914885
