# X  Y          Z1        Z2
  1  0.7887663  0.8658387  0.7116939
  2  0.6481006  0.8612505  0.4349506
  3  0.6061309  0.7618607  0.4504011
  4  0.3131394  0.4527640  0.1735148
  5  0.3411328  0.4561159  0.2261497
  6  0.3971759  0.4661262  0.3282256
