# X  Y          Z1        Z2
  1  1.0000000  1.0000000  1.0000000
  2  0.9808785  1.0116839  0.9500731
  3  0.9103602  0.9830471  0.8376733
  4  0.5517738  0.6624883  0.4410593
  5  0.8254033  0.8927325  0.7580741
  6  0.7587345  0.9113023  0.6061668
  7  0.6565363  0.8344613  0.4786112
  8  0.7905383  0.8536394  0.7274372
