# X  Y          Z1        Z2
  1  0.7834754  0.8611655  0.7057853
  2  0.6591963  0.7074672  0.6109255
  3  0.6125251  0.7643218  0.4607284
  4  0.3348295  0.5026416  0.1670174
  5  0.2966817  0.3941244  0.1992390
  6  0.3050244  0.3958822  0.2141667
