# X  Y          Z1        Z2
  10  14.5447574  14.5794347  14.5100802
  20  40.3489631  47.7273372  32.9705891
  30  35.5849886  43.9354755  27.2345016
  40  53.8174258  71.2433305  36.3915212
  50  42.7198440  54.4094786  31.0302093
  60  55.1635339  70.4394188  39.8876490
  70  49.2026238  57.9884169  40.4168307
  80  57.2492611  70.0157143  44.4828078
  90  37.9936695  45.3742477  30.6130913
  100  56.5672499  63.9068795  49.2276203
